OCCURRED_ON_DATE,0_2,0_3,0_4,0_6,0_7,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,4_12,4_3,4_4,4_5,4_6,4_7,4_8,4_9,5_3,5_4,5_5,5_6,5_7,5_8,5_9,6_0,6_6,6_7,6_8,6_9,7_9,8_7
2017-10-16,,4.0,,1.0,2.0,,1.0,,3.0,,,6.0,14.0,,1.0,3.0,3.0,5.0,5.0,4.0,4.0,,6.0,11.0,7.0,13.0,12.0,4.0,,,,15.0,20.0,17.0,21.0,29.0,6.0,1.0,,,,5.0,7.0,13.0,,,1.0,,1.0,1.0,,
2017-10-17,1.0,1.0,,,1.0,,1.0,1.0,5.0,,,3.0,7.0,,,4.0,2.0,7.0,5.0,2.0,1.0,,1.0,11.0,9.0,19.0,11.0,11.0,,,,13.0,19.0,15.0,25.0,18.0,7.0,1.0,,,1.0,5.0,1.0,8.0,1.0,,,,,1.0,1.0,
2017-10-18,,,,2.0,1.0,,6.0,,2.0,1.0,,1.0,7.0,,2.0,3.0,4.0,4.0,7.0,,2.0,,2.0,8.0,8.0,26.0,25.0,11.0,,,,5.0,17.0,18.0,18.0,23.0,12.0,1.0,1.0,1.0,2.0,5.0,2.0,11.0,1.0,,1.0,,1.0,1.0,,
2017-10-19,,2.0,,2.0,6.0,,1.0,1.0,1.0,,,4.0,12.0,,1.0,5.0,3.0,3.0,6.0,8.0,1.0,,7.0,10.0,5.0,11.0,30.0,7.0,,,,5.0,20.0,13.0,34.0,29.0,4.0,1.0,,3.0,1.0,11.0,3.0,4.0,2.0,,,,,2.0,,
2017-10-20,,2.0,,,3.0,,,2.0,4.0,,,3.0,17.0,,3.0,6.0,6.0,1.0,2.0,4.0,2.0,,2.0,13.0,3.0,18.0,12.0,11.0,,,,6.0,27.0,21.0,17.0,22.0,4.0,,2.0,1.0,3.0,4.0,5.0,7.0,,,1.0,,,4.0,,
2017-10-21,2.0,1.0,,,6.0,,1.0,3.0,2.0,,,2.0,14.0,,,4.0,4.0,,3.0,2.0,4.0,1.0,2.0,14.0,17.0,15.0,16.0,5.0,,,,9.0,17.0,17.0,28.0,21.0,10.0,,,2.0,1.0,8.0,4.0,6.0,,,,,,2.0,,
2017-10-22,,,,,5.0,,2.0,1.0,,,,2.0,11.0,1.0,4.0,7.0,10.0,,1.0,,3.0,,,11.0,12.0,13.0,9.0,3.0,,,,10.0,25.0,12.0,13.0,22.0,17.0,,1.0,2.0,2.0,7.0,3.0,3.0,,,,,1.0,,1.0,
2017-10-23,,1.0,2.0,1.0,1.0,,3.0,,3.0,1.0,,3.0,12.0,,2.0,6.0,4.0,3.0,4.0,4.0,1.0,,1.0,12.0,9.0,15.0,6.0,5.0,,,,4.0,30.0,9.0,23.0,25.0,7.0,,2.0,1.0,,6.0,2.0,7.0,,,3.0,,2.0,,,
2017-10-24,,,,,,,,,4.0,1.0,,3.0,3.0,,,10.0,4.0,2.0,1.0,3.0,,,2.0,21.0,9.0,20.0,17.0,5.0,,,,8.0,27.0,25.0,16.0,31.0,9.0,2.0,1.0,,1.0,4.0,2.0,5.0,1.0,,,,,5.0,,
2017-10-25,,2.0,,,3.0,,2.0,,4.0,1.0,,2.0,6.0,,2.0,4.0,8.0,7.0,7.0,3.0,1.0,,1.0,13.0,5.0,18.0,14.0,8.0,,,,8.0,13.0,20.0,23.0,29.0,8.0,1.0,,,1.0,5.0,2.0,3.0,,,,,,1.0,1.0,
2017-10-26,2.0,,2.0,,3.0,,,1.0,3.0,,,,8.0,,,6.0,4.0,2.0,2.0,1.0,6.0,,2.0,6.0,7.0,17.0,10.0,6.0,,,,4.0,21.0,12.0,35.0,24.0,5.0,,1.0,1.0,4.0,6.0,3.0,8.0,,,1.0,,,4.0,,
2017-10-27,1.0,1.0,,2.0,6.0,,1.0,2.0,,3.0,,3.0,11.0,,1.0,10.0,3.0,3.0,5.0,6.0,1.0,,,11.0,7.0,12.0,20.0,10.0,,,,7.0,18.0,21.0,18.0,26.0,6.0,,,,,10.0,5.0,15.0,1.0,,,,,1.0,1.0,
2017-10-28,,,,,,,1.0,1.0,,3.0,,1.0,8.0,,2.0,2.0,4.0,,8.0,5.0,,,3.0,20.0,17.0,4.0,14.0,5.0,,,,10.0,24.0,22.0,17.0,23.0,6.0,,1.0,1.0,1.0,12.0,5.0,6.0,,,,,,1.0,1.0,
2017-10-29,,4.0,,,4.0,,,2.0,2.0,2.0,,2.0,7.0,,,6.0,5.0,1.0,1.0,6.0,,,5.0,8.0,8.0,15.0,13.0,3.0,,,,10.0,15.0,18.0,13.0,31.0,4.0,1.0,,1.0,8.0,5.0,3.0,5.0,,,1.0,,,2.0,1.0,
2017-10-30,1.0,2.0,,1.0,1.0,,1.0,1.0,3.0,3.0,,2.0,10.0,,1.0,7.0,1.0,4.0,1.0,6.0,,,1.0,12.0,15.0,11.0,20.0,10.0,,,,9.0,14.0,17.0,13.0,33.0,8.0,,1.0,1.0,,9.0,2.0,3.0,,,,,,2.0,1.0,
2017-10-31,,,,2.0,2.0,,,,6.0,,,1.0,11.0,,,4.0,6.0,5.0,5.0,2.0,1.0,,1.0,16.0,5.0,22.0,13.0,8.0,,,,16.0,24.0,11.0,21.0,18.0,9.0,,1.0,4.0,,5.0,,6.0,,,,,2.0,2.0,,
2017-11-01,1.0,,1.0,,1.0,,1.0,1.0,3.0,1.0,,1.0,19.0,,2.0,11.0,5.0,2.0,,2.0,4.0,1.0,,11.0,14.0,14.0,16.0,5.0,,,,5.0,27.0,24.0,21.0,17.0,6.0,2.0,1.0,,,9.0,4.0,8.0,1.0,,1.0,,1.0,3.0,4.0,
2017-11-02,,,,1.0,2.0,,,3.0,2.0,,,1.0,13.0,,1.0,5.0,5.0,2.0,,2.0,3.0,,3.0,10.0,11.0,10.0,24.0,6.0,,,,6.0,14.0,23.0,11.0,28.0,9.0,2.0,,,1.0,10.0,5.0,10.0,4.0,,,,,,,
2017-11-03,1.0,2.0,1.0,,4.0,,3.0,,5.0,,,1.0,13.0,,3.0,2.0,3.0,4.0,3.0,2.0,1.0,,,12.0,7.0,18.0,26.0,14.0,,,,10.0,16.0,14.0,21.0,27.0,5.0,1.0,1.0,1.0,,15.0,5.0,12.0,1.0,,,,2.0,,,
2017-11-04,1.0,1.0,,1.0,1.0,,1.0,,5.0,3.0,,1.0,5.0,,2.0,16.0,5.0,5.0,12.0,3.0,3.0,,,12.0,11.0,9.0,14.0,9.0,,,,5.0,20.0,11.0,10.0,37.0,11.0,,,1.0,3.0,3.0,6.0,3.0,1.0,,1.0,1.0,1.0,,,
2017-11-05,1.0,,,1.0,2.0,,,3.0,2.0,1.0,,1.0,10.0,,1.0,2.0,4.0,2.0,3.0,4.0,2.0,,1.0,6.0,7.0,28.0,12.0,4.0,,,,4.0,13.0,19.0,7.0,27.0,15.0,,,4.0,3.0,14.0,6.0,14.0,,,,,,2.0,,
2017-11-06,2.0,2.0,,1.0,2.0,,,1.0,5.0,,,1.0,11.0,,1.0,6.0,5.0,3.0,4.0,4.0,2.0,,2.0,11.0,6.0,10.0,24.0,2.0,,,,5.0,19.0,18.0,24.0,23.0,7.0,1.0,1.0,3.0,,4.0,1.0,12.0,,,,,1.0,1.0,,
2017-11-07,1.0,2.0,3.0,1.0,2.0,,2.0,1.0,4.0,,,4.0,8.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,,1.0,16.0,12.0,19.0,15.0,10.0,,,,11.0,17.0,17.0,21.0,22.0,5.0,,1.0,,,4.0,2.0,5.0,,,,,,1.0,,
2017-11-08,,3.0,,,4.0,,1.0,7.0,3.0,,,2.0,8.0,,,4.0,4.0,5.0,4.0,5.0,2.0,,2.0,10.0,7.0,14.0,18.0,12.0,,,,2.0,18.0,11.0,12.0,21.0,6.0,,7.0,1.0,,4.0,2.0,5.0,,,,,1.0,,,
2017-11-09,,2.0,1.0,1.0,3.0,,1.0,1.0,6.0,,,4.0,14.0,,,6.0,5.0,6.0,7.0,2.0,2.0,1.0,3.0,12.0,7.0,18.0,15.0,6.0,,,,8.0,18.0,7.0,14.0,35.0,8.0,,1.0,1.0,,6.0,2.0,10.0,,,,,,2.0,,
2017-11-10,,1.0,1.0,,6.0,,1.0,,,2.0,,3.0,8.0,,1.0,2.0,5.0,1.0,4.0,,,,2.0,6.0,7.0,15.0,19.0,15.0,,,,9.0,16.0,31.0,15.0,42.0,12.0,,1.0,3.0,,10.0,6.0,6.0,1.0,,,,2.0,3.0,1.0,
2017-11-11,,3.0,,2.0,2.0,,,1.0,3.0,1.0,,5.0,5.0,1.0,3.0,8.0,2.0,3.0,5.0,3.0,,,2.0,6.0,3.0,8.0,11.0,10.0,,,,4.0,11.0,21.0,19.0,21.0,8.0,,1.0,,1.0,3.0,1.0,7.0,2.0,,1.0,,1.0,,,
2017-11-12,,2.0,,1.0,,,,1.0,1.0,,,1.0,7.0,1.0,,10.0,3.0,3.0,4.0,3.0,3.0,,1.0,13.0,7.0,9.0,6.0,8.0,,,,2.0,11.0,20.0,9.0,12.0,7.0,,1.0,,,4.0,1.0,4.0,,,1.0,,,1.0,,
2017-11-13,,1.0,,1.0,1.0,,,2.0,6.0,2.0,,1.0,10.0,,3.0,6.0,3.0,7.0,4.0,1.0,,,2.0,12.0,9.0,15.0,10.0,6.0,,,,5.0,7.0,12.0,13.0,17.0,5.0,1.0,1.0,,,5.0,2.0,4.0,,,,,,3.0,,
2017-11-14,3.0,4.0,1.0,,2.0,,,,3.0,2.0,,4.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,,2.0,15.0,7.0,17.0,14.0,10.0,,,,10.0,17.0,17.0,10.0,23.0,11.0,,1.0,2.0,,7.0,1.0,7.0,,,,,,1.0,,
2017-11-15,2.0,1.0,,,,,2.0,3.0,4.0,1.0,,1.0,10.0,,1.0,4.0,2.0,6.0,2.0,3.0,4.0,,5.0,5.0,5.0,13.0,12.0,10.0,,,,7.0,16.0,19.0,20.0,20.0,2.0,,1.0,2.0,,10.0,1.0,9.0,,,,,,,,
2017-11-16,,1.0,,,2.0,,5.0,,2.0,,,1.0,4.0,,1.0,5.0,8.0,1.0,3.0,2.0,3.0,,2.0,4.0,2.0,22.0,22.0,9.0,,,,7.0,18.0,24.0,18.0,23.0,7.0,4.0,2.0,1.0,1.0,5.0,2.0,5.0,,,,,1.0,2.0,1.0,
2017-11-17,,4.0,,1.0,2.0,,,1.0,2.0,,,2.0,3.0,,1.0,9.0,6.0,10.0,9.0,,4.0,,5.0,15.0,7.0,20.0,22.0,4.0,,,,6.0,21.0,22.0,15.0,17.0,9.0,,1.0,2.0,,6.0,2.0,7.0,2.0,,,,,,,
2017-11-18,,2.0,2.0,1.0,2.0,,2.0,1.0,6.0,,,3.0,12.0,,,2.0,3.0,1.0,3.0,3.0,3.0,,4.0,15.0,6.0,14.0,13.0,9.0,,,,3.0,19.0,23.0,11.0,14.0,11.0,3.0,3.0,,1.0,8.0,2.0,12.0,1.0,,,,,,1.0,
2017-11-19,,6.0,,1.0,,,,,3.0,,,3.0,8.0,1.0,1.0,6.0,3.0,1.0,3.0,6.0,1.0,,3.0,8.0,10.0,15.0,16.0,8.0,,,,12.0,17.0,20.0,8.0,16.0,10.0,2.0,,3.0,1.0,4.0,,5.0,1.0,,,,,,,
2017-11-20,1.0,,,,,,3.0,1.0,2.0,,,,9.0,,1.0,9.0,3.0,3.0,3.0,2.0,4.0,,3.0,10.0,5.0,15.0,17.0,6.0,,,,4.0,33.0,20.0,19.0,20.0,8.0,,,,3.0,10.0,1.0,8.0,,,,,3.0,,1.0,
2017-11-21,2.0,3.0,,,3.0,,,,5.0,5.0,,1.0,11.0,,,12.0,4.0,3.0,4.0,,,,7.0,7.0,7.0,17.0,20.0,10.0,,,,8.0,20.0,27.0,16.0,27.0,4.0,,,,1.0,6.0,3.0,12.0,3.0,,1.0,,,1.0,,
2017-11-22,,3.0,,,,,1.0,1.0,1.0,,,1.0,13.0,,2.0,5.0,2.0,3.0,3.0,3.0,,,6.0,20.0,12.0,17.0,13.0,9.0,,,,8.0,13.0,9.0,10.0,12.0,7.0,,,1.0,1.0,5.0,5.0,7.0,,,,,,2.0,,
2017-11-23,1.0,2.0,2.0,,1.0,,2.0,2.0,2.0,,,2.0,7.0,,,4.0,1.0,1.0,,,,,3.0,7.0,4.0,10.0,6.0,3.0,,,,6.0,12.0,6.0,5.0,10.0,2.0,,1.0,2.0,3.0,1.0,2.0,2.0,1.0,,,,3.0,1.0,1.0,
2017-11-24,2.0,1.0,1.0,,1.0,,1.0,4.0,1.0,,,3.0,3.0,,,8.0,1.0,3.0,4.0,,,,8.0,15.0,7.0,13.0,11.0,8.0,,,,6.0,20.0,11.0,8.0,17.0,4.0,1.0,,2.0,,2.0,,3.0,,,,,,3.0,,
2017-11-25,1.0,,1.0,2.0,3.0,,2.0,,,3.0,,,13.0,,2.0,5.0,6.0,2.0,4.0,2.0,2.0,,2.0,8.0,14.0,12.0,15.0,5.0,,,,8.0,14.0,15.0,16.0,16.0,8.0,,,2.0,1.0,3.0,3.0,2.0,1.0,,,,,,,
2017-11-26,,3.0,1.0,,,,5.0,2.0,2.0,1.0,,,4.0,,,5.0,2.0,1.0,4.0,1.0,1.0,,1.0,11.0,6.0,10.0,12.0,7.0,,,,4.0,17.0,8.0,9.0,12.0,8.0,1.0,,1.0,2.0,2.0,4.0,11.0,,,,,1.0,5.0,,
2017-11-27,,1.0,1.0,3.0,2.0,,,2.0,4.0,1.0,,,11.0,,2.0,7.0,11.0,6.0,8.0,4.0,1.0,,2.0,12.0,8.0,8.0,16.0,12.0,,,,8.0,12.0,12.0,13.0,18.0,5.0,1.0,1.0,3.0,,2.0,1.0,8.0,,,,,,1.0,,
2017-11-28,1.0,,1.0,,1.0,,1.0,1.0,3.0,1.0,,,11.0,,1.0,1.0,3.0,4.0,6.0,5.0,2.0,1.0,3.0,8.0,5.0,11.0,16.0,8.0,,,,7.0,24.0,27.0,23.0,32.0,11.0,1.0,1.0,1.0,,3.0,1.0,6.0,,,1.0,,1.0,4.0,,
2017-11-29,,1.0,1.0,,6.0,,5.0,1.0,3.0,2.0,,3.0,6.0,,,2.0,4.0,2.0,4.0,1.0,1.0,,6.0,11.0,6.0,28.0,25.0,6.0,,,,5.0,17.0,17.0,21.0,30.0,8.0,1.0,1.0,,2.0,4.0,,12.0,,,,,,1.0,,
2017-11-30,1.0,1.0,,,2.0,,2.0,,4.0,,,1.0,9.0,,1.0,8.0,1.0,4.0,11.0,1.0,,,7.0,10.0,11.0,14.0,12.0,8.0,,,,13.0,18.0,17.0,3.0,40.0,11.0,1.0,,4.0,2.0,5.0,,1.0,,,,,,2.0,,
2017-12-01,1.0,3.0,,,3.0,,1.0,2.0,5.0,1.0,,4.0,6.0,,,4.0,6.0,1.0,6.0,4.0,1.0,,1.0,7.0,12.0,21.0,21.0,10.0,,,,9.0,18.0,24.0,18.0,23.0,8.0,,,1.0,,9.0,7.0,9.0,3.0,,1.0,,1.0,1.0,,
2017-12-02,,1.0,,1.0,,,2.0,2.0,3.0,2.0,,5.0,11.0,,1.0,1.0,4.0,1.0,2.0,3.0,1.0,,1.0,6.0,8.0,13.0,14.0,10.0,,,,15.0,20.0,16.0,18.0,19.0,7.0,1.0,,3.0,,10.0,2.0,12.0,,,,,,1.0,,
2017-12-03,1.0,1.0,,1.0,4.0,,4.0,1.0,1.0,,,4.0,9.0,,1.0,3.0,,5.0,3.0,3.0,2.0,,,12.0,11.0,22.0,12.0,12.0,,,,5.0,14.0,8.0,12.0,17.0,6.0,,1.0,1.0,,10.0,2.0,6.0,2.0,,,,,2.0,,
2017-12-04,,,,,1.0,,,1.0,1.0,1.0,,1.0,10.0,1.0,1.0,8.0,6.0,1.0,4.0,7.0,,1.0,4.0,8.0,5.0,17.0,11.0,3.0,,,,6.0,22.0,21.0,9.0,23.0,15.0,1.0,1.0,5.0,1.0,4.0,,9.0,,,,,,3.0,1.0,
2017-12-05,1.0,1.0,1.0,1.0,2.0,,5.0,2.0,7.0,,,2.0,2.0,,2.0,7.0,6.0,6.0,5.0,5.0,,,2.0,8.0,8.0,13.0,14.0,8.0,,,,10.0,20.0,15.0,25.0,24.0,4.0,1.0,1.0,2.0,,7.0,3.0,7.0,1.0,,,,,2.0,,
2017-12-06,1.0,,2.0,6.0,2.0,,,2.0,,,,3.0,9.0,,1.0,1.0,7.0,3.0,4.0,3.0,1.0,,2.0,10.0,5.0,19.0,18.0,12.0,,,,6.0,14.0,24.0,21.0,26.0,9.0,,2.0,1.0,1.0,5.0,3.0,11.0,,,1.0,,,1.0,3.0,
2017-12-07,3.0,1.0,1.0,,,,1.0,2.0,,,,,6.0,,1.0,3.0,8.0,3.0,8.0,3.0,1.0,,2.0,22.0,9.0,14.0,19.0,9.0,,,,3.0,12.0,14.0,19.0,19.0,12.0,,1.0,3.0,,8.0,,5.0,1.0,,2.0,,,1.0,,
2017-12-08,,,,2.0,2.0,,,,1.0,,,4.0,10.0,1.0,1.0,5.0,7.0,,8.0,2.0,3.0,,2.0,16.0,6.0,10.0,18.0,13.0,,,,7.0,13.0,16.0,17.0,27.0,6.0,1.0,,2.0,1.0,6.0,4.0,9.0,1.0,,1.0,,,1.0,2.0,
2017-12-09,1.0,1.0,,1.0,2.0,,,,1.0,,,,7.0,,,5.0,2.0,2.0,3.0,3.0,1.0,,1.0,13.0,8.0,22.0,15.0,10.0,,,,6.0,13.0,21.0,16.0,21.0,15.0,,1.0,1.0,,5.0,2.0,9.0,,,,,2.0,1.0,6.0,
2017-12-10,1.0,1.0,,1.0,3.0,,1.0,2.0,3.0,,,2.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,,,3.0,7.0,12.0,6.0,6.0,,,,5.0,12.0,16.0,9.0,23.0,4.0,,3.0,1.0,1.0,5.0,2.0,9.0,,,,,1.0,,,
2017-12-11,1.0,,1.0,1.0,,,,,2.0,,,1.0,3.0,,,8.0,1.0,2.0,,2.0,1.0,,2.0,6.0,7.0,15.0,17.0,8.0,,,,8.0,22.0,20.0,9.0,27.0,4.0,,1.0,,2.0,3.0,,3.0,2.0,,,,,1.0,,
2017-12-12,1.0,,,,3.0,,,5.0,5.0,,,,9.0,,3.0,5.0,3.0,1.0,2.0,5.0,4.0,,,12.0,7.0,17.0,18.0,6.0,,,,2.0,16.0,13.0,16.0,33.0,9.0,,1.0,1.0,,3.0,2.0,5.0,,,1.0,,1.0,4.0,1.0,
2017-12-13,,1.0,1.0,,3.0,,1.0,6.0,2.0,,,1.0,3.0,,1.0,5.0,4.0,1.0,4.0,1.0,,,,12.0,7.0,17.0,15.0,4.0,,,,5.0,22.0,12.0,12.0,21.0,9.0,,,2.0,1.0,3.0,1.0,3.0,,,,,1.0,,,
2017-12-14,,1.0,,,3.0,,4.0,,1.0,2.0,,1.0,4.0,,,3.0,3.0,1.0,6.0,,4.0,1.0,3.0,4.0,6.0,14.0,18.0,8.0,,,,13.0,20.0,8.0,17.0,31.0,3.0,1.0,2.0,,,6.0,,6.0,,,,,,4.0,,
2017-12-15,1.0,2.0,,1.0,2.0,,,3.0,4.0,2.0,,1.0,6.0,,2.0,6.0,4.0,9.0,2.0,4.0,,,1.0,11.0,7.0,25.0,21.0,8.0,,,,5.0,31.0,15.0,11.0,24.0,9.0,,4.0,1.0,2.0,5.0,2.0,4.0,,,,,,5.0,1.0,
2017-12-16,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,,1.0,15.0,,,3.0,3.0,5.0,1.0,1.0,,,2.0,9.0,11.0,14.0,17.0,8.0,,,,3.0,19.0,19.0,7.0,23.0,6.0,,1.0,,,11.0,4.0,5.0,,,,,,1.0,,
2017-12-17,,2.0,,,3.0,,1.0,,,,,1.0,8.0,,,5.0,4.0,4.0,6.0,2.0,,,,12.0,15.0,12.0,13.0,5.0,,,,9.0,23.0,14.0,13.0,16.0,5.0,,,1.0,,7.0,4.0,6.0,,,,,,,,
2017-12-18,,1.0,,,3.0,,4.0,,,,,,12.0,,1.0,6.0,2.0,,5.0,,2.0,,5.0,8.0,4.0,11.0,22.0,7.0,,,,6.0,15.0,19.0,12.0,21.0,7.0,,,1.0,,8.0,1.0,3.0,2.0,,,,1.0,,1.0,
2017-12-19,2.0,,2.0,,1.0,,,2.0,2.0,,,2.0,7.0,,,1.0,4.0,,4.0,3.0,,,3.0,10.0,11.0,16.0,10.0,8.0,,1.0,,7.0,17.0,18.0,17.0,21.0,8.0,2.0,,,1.0,9.0,,4.0,,,,,1.0,1.0,,
2017-12-20,,2.0,,1.0,,,1.0,,1.0,,,1.0,9.0,1.0,,6.0,2.0,3.0,6.0,3.0,4.0,,,8.0,8.0,26.0,21.0,1.0,,,,14.0,10.0,15.0,14.0,25.0,10.0,,,1.0,2.0,15.0,6.0,6.0,,,1.0,,1.0,4.0,2.0,
2017-12-21,,,,,3.0,,1.0,1.0,3.0,,,4.0,17.0,,,1.0,7.0,2.0,4.0,4.0,2.0,,1.0,10.0,4.0,12.0,8.0,14.0,,,,10.0,22.0,19.0,13.0,17.0,9.0,,,,2.0,3.0,2.0,8.0,1.0,,,,1.0,2.0,,
2017-12-22,,,,1.0,1.0,,,1.0,1.0,,,1.0,9.0,,1.0,6.0,2.0,3.0,1.0,2.0,1.0,,3.0,9.0,7.0,12.0,9.0,3.0,,,,5.0,14.0,9.0,12.0,26.0,11.0,,,2.0,1.0,5.0,1.0,6.0,2.0,,1.0,,,,,
2017-12-23,,1.0,,2.0,2.0,,1.0,1.0,6.0,,,,2.0,,2.0,3.0,7.0,4.0,4.0,3.0,,,,12.0,8.0,14.0,6.0,8.0,,,,10.0,12.0,17.0,11.0,17.0,8.0,,3.0,,1.0,8.0,6.0,3.0,,,2.0,,,1.0,,
2017-12-24,,,,1.0,,,4.0,,1.0,,,2.0,6.0,,,1.0,3.0,3.0,2.0,3.0,,,6.0,14.0,6.0,10.0,8.0,13.0,,,,6.0,15.0,10.0,7.0,19.0,4.0,,1.0,4.0,,3.0,,6.0,1.0,,,,,2.0,1.0,
2017-12-25,,,,2.0,,,1.0,2.0,2.0,,,2.0,6.0,,1.0,5.0,,2.0,2.0,2.0,,,1.0,5.0,13.0,5.0,6.0,2.0,,,,6.0,12.0,6.0,8.0,5.0,4.0,,2.0,1.0,,,,2.0,2.0,,1.0,,1.0,2.0,,
2017-12-26,,1.0,,,2.0,,2.0,1.0,5.0,3.0,,,1.0,,2.0,8.0,5.0,1.0,3.0,1.0,,,1.0,7.0,8.0,11.0,10.0,4.0,,,,,21.0,14.0,26.0,10.0,2.0,,,,,4.0,1.0,4.0,,,,,,2.0,,
2017-12-27,,,,,1.0,,,2.0,4.0,,,,5.0,,1.0,1.0,3.0,2.0,4.0,1.0,1.0,,,7.0,16.0,11.0,13.0,3.0,,,,5.0,14.0,12.0,6.0,30.0,5.0,,1.0,2.0,2.0,7.0,1.0,3.0,,,,,,3.0,,
2017-12-28,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,8.0,,,3.0,2.0,1.0,6.0,4.0,1.0,,,8.0,3.0,18.0,19.0,5.0,,,,3.0,14.0,11.0,7.0,20.0,11.0,,,2.0,3.0,1.0,1.0,9.0,4.0,,1.0,,1.0,,,
2017-12-29,,2.0,,,2.0,,2.0,3.0,3.0,,,2.0,4.0,,1.0,5.0,3.0,3.0,2.0,1.0,,,1.0,6.0,9.0,11.0,15.0,2.0,,,,7.0,19.0,14.0,15.0,16.0,3.0,,2.0,2.0,2.0,11.0,3.0,7.0,1.0,,,,,,,
2017-12-30,,,,,2.0,,2.0,1.0,1.0,,,1.0,7.0,1.0,1.0,2.0,4.0,1.0,11.0,2.0,,,4.0,13.0,12.0,13.0,11.0,6.0,,,,10.0,10.0,13.0,13.0,9.0,5.0,1.0,2.0,,,,2.0,5.0,,,,,,,,
2017-12-31,1.0,2.0,,2.0,2.0,,,1.0,1.0,,,2.0,7.0,,1.0,3.0,5.0,2.0,4.0,1.0,,,5.0,15.0,11.0,13.0,8.0,6.0,,,,7.0,10.0,9.0,7.0,21.0,3.0,,,,,3.0,3.0,8.0,,,,,2.0,,2.0,
2018-01-01,,1.0,,6.0,3.0,,3.0,1.0,4.0,,,1.0,8.0,,1.0,2.0,4.0,,3.0,2.0,1.0,,3.0,12.0,17.0,18.0,19.0,4.0,,,,8.0,16.0,16.0,17.0,25.0,6.0,2.0,3.0,2.0,,7.0,3.0,5.0,,,,,,2.0,,
2018-01-02,,,2.0,,3.0,,,2.0,3.0,,,,2.0,,,6.0,4.0,3.0,8.0,1.0,,,2.0,11.0,6.0,12.0,14.0,3.0,,,,4.0,20.0,19.0,11.0,22.0,4.0,,2.0,,,2.0,3.0,7.0,,,,,,2.0,1.0,
2018-01-03,1.0,1.0,,,3.0,,,2.0,5.0,,,1.0,8.0,,,6.0,8.0,,5.0,1.0,,,1.0,10.0,10.0,16.0,12.0,2.0,,,,10.0,18.0,12.0,19.0,25.0,10.0,,2.0,2.0,5.0,7.0,3.0,3.0,,,,,1.0,2.0,,
2018-01-04,2.0,,,3.0,3.0,,,,4.0,3.0,,1.0,3.0,,1.0,7.0,4.0,6.0,7.0,3.0,,,5.0,7.0,10.0,17.0,13.0,1.0,,,,11.0,8.0,5.0,9.0,7.0,8.0,,,2.0,,5.0,2.0,11.0,,,1.0,,,2.0,2.0,
2018-01-05,1.0,1.0,,2.0,3.0,,3.0,1.0,1.0,1.0,,1.0,7.0,,,5.0,4.0,6.0,,1.0,,,3.0,9.0,3.0,11.0,7.0,9.0,,,,3.0,18.0,17.0,8.0,16.0,7.0,,1.0,2.0,1.0,4.0,1.0,3.0,,,2.0,,1.0,,1.0,
2018-01-06,,2.0,,,3.0,,,,3.0,,,2.0,7.0,,1.0,5.0,2.0,1.0,2.0,2.0,,,3.0,10.0,10.0,15.0,6.0,2.0,,,,5.0,19.0,12.0,22.0,23.0,5.0,,,1.0,2.0,4.0,2.0,8.0,,,,,,3.0,,
2018-01-07,,3.0,,,1.0,,1.0,,1.0,,,,5.0,,,5.0,1.0,2.0,3.0,3.0,,,,6.0,7.0,14.0,14.0,4.0,,,,5.0,22.0,11.0,8.0,15.0,9.0,,1.0,3.0,,6.0,3.0,12.0,1.0,,,1.0,,,,
2018-01-08,1.0,2.0,,1.0,3.0,,1.0,1.0,1.0,,,4.0,9.0,,1.0,2.0,4.0,3.0,7.0,2.0,2.0,,,16.0,5.0,25.0,17.0,5.0,,,,5.0,23.0,14.0,16.0,26.0,9.0,,,3.0,1.0,4.0,4.0,10.0,1.0,,,,2.0,3.0,1.0,
2018-01-09,,1.0,,,1.0,,3.0,1.0,5.0,2.0,,1.0,9.0,2.0,4.0,6.0,9.0,3.0,4.0,3.0,1.0,,5.0,13.0,11.0,15.0,15.0,5.0,,,,13.0,18.0,15.0,17.0,34.0,5.0,,,1.0,1.0,13.0,,8.0,,,,,,,2.0,
2018-01-10,2.0,,,1.0,3.0,,3.0,,5.0,,,,10.0,1.0,,4.0,11.0,5.0,3.0,4.0,1.0,,3.0,8.0,4.0,19.0,16.0,6.0,,,,7.0,12.0,18.0,15.0,29.0,6.0,,,1.0,,3.0,3.0,10.0,2.0,,1.0,,1.0,2.0,,
2018-01-11,,6.0,1.0,,1.0,,1.0,,2.0,,,2.0,12.0,,1.0,6.0,4.0,3.0,7.0,,,,3.0,10.0,7.0,12.0,13.0,7.0,,,,5.0,12.0,16.0,25.0,27.0,5.0,,2.0,3.0,3.0,6.0,2.0,5.0,1.0,,,,1.0,3.0,3.0,
